시군구,번지,본번,부번,단지명,면적,계약년월,계약일,가격,층,건축년도,도로명
경기도 용인수지구 풍덕천동,700-1,700,1,현대,84.51,201910,4,"51,450",10,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,700-1,700,1,현대,84.51,201910,5,"50,950",13,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,700-1,700,1,현대,84.51,201910,9,"47,500",4,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,700-1,700,1,현대,60.03,201910,17,"36,800",9,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,700-1,700,1,현대,84.51,201910,19,"50,900",14,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,700-1,700,1,현대,84.51,201910,19,"51,000",7,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,700-1,700,1,현대,84.51,201910,22,"50,900",14,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,700-1,700,1,현대,84.51,201910,24,"50,700",11,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,700-1,700,1,현대,84.51,201910,25,"48,000",6,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,700-1,700,1,현대,84.51,201910,25,"46,000",11,1994,수지로342번길 18
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,1,"36,000",1,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,3,"39,200",20,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,4,"35,800",1,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,10,"48,000",12,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,10,"44,900",14,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,11,"39,500",5,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,11,"41,500",3,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,12,"42,000",7,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,18,"42,500",16,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,18,"40,900",13,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,19,"44,800",16,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,24,"41,700",18,1999,풍덕천로 52
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,201910,26,"38,500",2,1999,풍덕천로 52
경기도 용인처인구 고림동,1000,1000,0,금평마을영화,84.7958,201910,1,"18,500",8,2003,금어로 102
경기도 용인처인구 고림동,1000,1000,0,금평마을영화,84.7958,201910,19,"17,000",2,2003,금어로 102
경기도 용인처인구 고림동,1001,1001,0,보평마을삼정그린뷰,84.96,201910,21,"16,200",3,2004,금어로 74
경기도 용인처인구 고림동,1005,1005,0,양우내안애에듀파크아파트,84.8059,201910,4,"35,000",15,2018,경안천로 112
경기도 용인처인구 고림동,1005,1005,0,양우내안애에듀파크아파트,84.8059,201910,19,"32,500",28,2018,경안천로 112
경기도 용인처인구 고림동,1005,1005,0,양우내안애에듀파크아파트,84.8059,201910,29,"34,000",23,2018,경안천로 112
경기도 용인처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,84.9704,201910,1,"31,900",3,2019,경안천로 196-1
경기도 용인처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,74.9809,201910,1,"31,000",16,2019,경안천로 196-1
경기도 용인처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,84.9754,201910,3,"33,320",7,2019,경안천로 196-1
경기도 용인처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,84.9754,201910,4,"33,820",8,2019,경안천로 196-1
경기도 용인처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,84.9704,201910,7,"32,400",4,2019,경안천로 196-1
경기도 용인처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,63.6851,201910,19,"28,100",11,2019,경안천로 196-1
경기도 용인처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,63.6851,201910,30,"28,800",14,2019,경안천로 196-1
경기도 용인처인구 고림동,1002,1002,0,예원마을코아루,84.75,201910,1,"15,400",11,2004,한터로275번길 40
경기도 용인처인구 고림동,1002,1002,0,예원마을코아루,59.88,201910,10,"14,300",7,2004,한터로275번길 40
경기도 용인처인구 고림동,1002,1002,0,예원마을코아루,84.75,201910,11,"15,500",1,2004,한터로275번길 40
경기도 용인처인구 고림동,997,997,0,예진마을,59.5627,201910,2,"13,600",3,2003,한터로152번길 62
경기도 용인처인구 고림동,997,997,0,예진마을,59.5627,201910,4,"13,300",1,2003,한터로152번길 62
경기도 용인처인구 고림동,997,997,0,예진마을,83.8066,201910,10,"18,250",9,2003,한터로152번길 62
경기도 용인처인구 고림동,995,995,0,예진마을인정피렌체,84.9801,201910,26,"16,300",3,2001,한터로152번길 15
경기도 용인처인구 고림동,264-8,264,8,인정빌리지1,59.93,201910,2,"13,000",5,2000,한터로152번길 45
경기도 용인처인구 고림동,264-8,264,8,인정빌리지1,59.93,201910,26,"11,000",15,2000,한터로152번길 45
경기도 용인처인구 고림동,996,996,0,임원마을영화아이닉스,74.0406,201910,7,"14,000",16,2002,경안천로256번길 47-16
경기도 용인처인구 고림동,996,996,0,임원마을영화아이닉스,59.4175,201910,10,"13,000",3,2002,경안천로256번길 47-16
경기도 용인처인구 김량장동,314-4,314,4,갤럭시뷰,49.89,201910,11,"16,300",7,2016,금령로27번길 21
경기도 용인처인구 김량장동,254-51,254,51,골드빌,99.45,201910,29,"19,000",13,2002,금령로71번길 8
경기도 용인처인구 김량장동,526,526,0,김량장동 어울림,58.999,201910,7,"24,300",5,2009,금령로13번길 13
경기도 용인처인구 김량장동,526,526,0,김량장동 어울림,106.859,201910,7,"33,000",6,2009,금령로13번길 13
경기도 용인처인구 김량장동,526,526,0,김량장동 어울림,84.951,201910,10,"28,800",16,2009,금령로13번길 13
경기도 용인처인구 김량장동,526,526,0,김량장동 어울림,84.951,201910,10,"27,500",18,2009,금령로13번길 13
경기도 용인처인구 김량장동,526,526,0,김량장동 어울림,58.806,201910,12,"22,100",6,2009,금령로13번길 13
경기도 용인처인구 김량장동,526,526,0,김량장동 어울림,58.999,201910,15,"25,000",14,2009,금령로13번길 13
경기도 용인처인구 김량장동,526,526,0,김량장동 어울림,84.951,201910,21,"28,000",13,2009,금령로13번길 13
경기도 용인처인구 김량장동,516,516,0,삼환나우빌,84.929,201910,3,"26,500",1,2008,중부대로 1348
경기도 용인처인구 김량장동,516,516,0,삼환나우빌,84.929,201910,17,"28,800",5,2008,중부대로 1348
경기도 용인처인구 김량장동,329-2,329,2,스위트홈 아파트,44.72,201910,6,"16,000",10,2016,금령로12번길 12
경기도 용인처인구 김량장동,503-3,503,3,신우,99.99,201910,4,"20,000",3,1999,중부대로1388번길 12
경기도 용인처인구 김량장동,503-3,503,3,신우,99.99,201910,16,"22,000",9,1999,중부대로1388번길 12
경기도 용인처인구 김량장동,Sep-63,63,9,에스원스마트빌,12.6359,201910,2,"6,500",5,2014,백옥대로 1104
경기도 용인처인구 김량장동,04월 02일,4,2,현대아파트,59.985,201910,9,"15,500",15,1995,백옥대로1068번길 12
경기도 용인처인구 김량장동,04월 02일,4,2,현대아파트,59.985,201910,19,"15,400",19,1995,백옥대로1068번길 12
경기도 용인처인구 김량장동,04월 02일,4,2,현대아파트,59.985,201910,28,"15,900",19,1995,백옥대로1068번길 12
경기도 용인처인구 남동,684,684,0,삼라마이다스빌,84.8787,201910,11,"18,000",3,2004,명지로 307
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,44.26,201910,4,"18,500",17,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,44.356,201910,6,"17,400",4,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.658,201910,7,"28,500",8,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.826,201910,12,"31,000",19,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.942,201910,13,"27,000",18,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,44.356,201910,17,"18,200",17,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.658,201910,19,"30,000",7,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.658,201910,22,"31,000",14,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.658,201910,23,"28,300",6,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.658,201910,26,"30,000",6,2018,한숲로 83
경기도 용인처인구 남사면 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.826,201910,29,"30,000",8,2018,한숲로 83
경기도 용인처인구 남사면 완장리,945,945,0,e편한세상용인한숲시티2단지,90.508,201910,1,"28,889",2,2018,한숲로 137
경기도 용인처인구 남사면 완장리,945,945,0,e편한세상용인한숲시티2단지,65.649,201910,17,"24,300",1,2018,한숲로 137
경기도 용인처인구 남사면 완장리,945,945,0,e편한세상용인한숲시티2단지,90.508,201910,23,"28,019",1,2018,한숲로 137
경기도 용인처인구 남사면 완장리,945,945,0,e편한세상용인한숲시티2단지,84.658,201910,23,"28,500",14,2018,한숲로 137
경기도 용인처인구 남사면 완장리,945,945,0,e편한세상용인한숲시티2단지,90.508,201910,31,"29,300",2,2018,한숲로 137
경기도 용인처인구 남사면 완장리,945,945,0,e편한세상용인한숲시티2단지,84.826,201910,31,"27,000",4,2018,한숲로 137
경기도 용인처인구 남사면 완장리,949,949,0,e편한세상용인한숲시티3단지,44.356,201910,18,"17,700",6,2018,한숲로 123
경기도 용인처인구 남사면 완장리,949,949,0,e편한세상용인한숲시티3단지,44.356,201910,19,"18,000",6,2018,한숲로 123
경기도 용인처인구 남사면 완장리,949,949,0,e편한세상용인한숲시티3단지,84.942,201910,20,"29,000",16,2018,한숲로 123
경기도 용인처인구 남사면 완장리,949,949,0,e편한세상용인한숲시티3단지,84.658,201910,23,"30,700",12,2018,한숲로 123
경기도 용인처인구 남사면 완장리,952,952,0,e편한세상용인한숲시티4단지,59.968,201910,1,"24,500",13,2018,한숲로 124
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,59.968,201910,4,"23,900",7,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,90.508,201910,5,"29,800",1,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,84.233,201910,11,"28,800",11,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,59.647,201910,12,"25,000",9,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,59.798,201910,13,"25,500",26,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,84.233,201910,13,"30,000",25,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,84.233,201910,14,"28,000",11,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,59.534,201910,14,"24,550",10,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,97.946,201910,17,"39,200",17,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,65.474,201910,18,"23,500",3,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,59.798,201910,18,"25,000",22,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,84.233,201910,19,"29,000",25,2018,한숲로 84
경기도 용인처인구 남사면 완장리,954,954,0,e편한세상용인한숲시티6단지,84.658,201910,23,"30,500",19,2018,한숲로 84
경기도 용인처인구 마평동,605-1,605,1,라이프,84.99,201910,11,"15,000",12,1993,동부로 7
경기도 용인처인구 마평동,605-1,605,1,라이프,84.99,201910,18,"14,700",4,1993,동부로 7
경기도 용인처인구 마평동,605-1,605,1,라이프,84.99,201910,18,"12,000",8,1993,동부로 7
경기도 용인처인구 마평동,650-1,650,1,우성,59.515,201910,1,"12,750",17,1996,금령로173번길 5
경기도 용인처인구 마평동,650-1,650,1,우성,59.515,201910,3,"12,900",2,1996,금령로173번길 5
경기도 용인처인구 마평동,650-1,650,1,우성,59.515,201910,30,"12,300",2,1996,금령로173번길 5
경기도 용인처인구 마평동,957,957,0,푸른마을용인자이,84.915,201910,19,"24,300",5,2006,금학로 520
경기도 용인처인구 마평동,957,957,0,푸른마을용인자이,84.915,201910,25,"23,000",3,2006,금학로 520
경기도 용인처인구 모현읍 왕산리,948,948,0,용인 모현 스위첸,84.981,201910,12,"29,000",6,2012,12
경기도 용인처인구 모현읍 왕산리,948,948,0,용인 모현 스위첸,84.983,201910,19,"26,200",12,2012,12
경기도 용인처인구 삼가동,552,552,0,늘푸른오스카빌1단지,84.93,201910,15,"23,200",7,2004,중부대로1158번길 12
경기도 용인처인구 삼가동,551,551,0,늘푸른오스카빌2단지,84.93,201910,1,"21,500",3,2004,중부대로1158번길 12
경기도 용인처인구 삼가동,562,562,0,용인 행정타운 두산위브 1단지,104.34,201910,27,"36,900",10,2013,지삼로590번길 24
경기도 용인처인구 삼가동,563,563,0,용인 행정타운 두산위브 2단지,84.72,201910,3,"33,000",18,2013,지삼로590번길 9
경기도 용인처인구 삼가동,563,563,0,용인 행정타운 두산위브 2단지,84.74,201910,3,"31,700",7,2013,지삼로590번길 9
경기도 용인처인구 삼가동,563,563,0,용인 행정타운 두산위브 2단지,120.84,201910,3,"44,025",4,2013,지삼로590번길 9
경기도 용인처인구 삼가동,563,563,0,용인 행정타운 두산위브 2단지,120.84,201910,8,"44,025",3,2013,지삼로590번길 9
경기도 용인처인구 삼가동,563,563,0,용인 행정타운 두산위브 2단지,84.94,201910,19,"32,700",11,2013,지삼로590번길 9
경기도 용인처인구 삼가동,563,563,0,용인 행정타운 두산위브 2단지,84.94,201910,23,"33,300",15,2013,지삼로590번길 9
경기도 용인처인구 삼가동,564,564,0,용인 행정타운 두산위브 3단지,84.72,201910,3,"32,500",20,2013,지삼로590번길 29
경기도 용인처인구 삼가동,564,564,0,용인 행정타운 두산위브 3단지,84.72,201910,5,"31,500",3,2013,지삼로590번길 29
경기도 용인처인구 삼가동,564,564,0,용인 행정타운 두산위브 3단지,84.33,201910,5,"32,000",8,2013,지삼로590번길 29
경기도 용인처인구 삼가동,564,564,0,용인 행정타운 두산위브 3단지,120.8,201910,7,"42,900",5,2013,지삼로590번길 29
경기도 용인처인구 삼가동,564,564,0,용인 행정타운 두산위브 3단지,148.97,201910,9,"53,546",14,2013,지삼로590번길 29
경기도 용인처인구 삼가동,564,564,0,용인 행정타운 두산위브 3단지,148.97,201910,11,"53,546",17,2013,지삼로590번길 29
경기도 용인처인구 삼가동,564,564,0,용인 행정타운 두산위브 3단지,84.74,201910,16,"32,300",6,2013,지삼로590번길 29
경기도 용인처인구 삼가동,564,564,0,용인 행정타운 두산위브 3단지,148.86,201910,23,"53,872",3,2013,지삼로590번길 29
경기도 용인처인구 삼가동,537,537,0,우남퍼스트빌,84.8028,201910,5,"23,650",11,2003,금학로 91
경기도 용인처인구 삼가동,537,537,0,우남퍼스트빌,84.8028,201910,10,"22,700",4,2003,금학로 91
경기도 용인처인구 역북동,가-,0,0,골드클래스,83.2813,201910,18,"40,700",21,2017,명지로40번길 35-29
경기도 용인처인구 역북동,721-2,721,2,금강,84.945,201910,5,"24,000",5,1999,명지로 15-29
경기도 용인처인구 역북동,467-25,467,25,동산7차,84.69,201910,29,"12,000",1,1990,학산로 9
경기도 용인처인구 역북동,721-3,721,3,보성,84.42,201910,10,"25,000",17,2000,명지로 15-33
경기도 용인처인구 역북동,438-1,438,1,삼아,45.745,201910,28,"7,000",5,1987,중부대로1313번길 20-15
경기도 용인처인구 역북동,721-1,721,1,신성,59.99,201910,9,"20,000",14,1998,명지로 15-5
경기도 용인처인구 역북동,426,426,0,에버랜드,52.8,201910,19,"13,500",3,1990,용문로 42
경기도 용인처인구 역북동,795,795,0,역북신원아침도시,74.02,201910,11,"36,000",4,2019,낙은로 11
경기도 용인처인구 역북동,가-,0,0,역북지웰푸르지오,59.6353,201910,3,"33,400",24,2017,명지로40번길 35-16
경기도 용인처인구 역북동,736,736,0,우미린센트럴파크,59.9611,201910,18,"36,300",21,2017,명지로16번길 25
경기도 용인처인구 역북동,736,736,0,우미린센트럴파크,59.9611,201910,19,"35,000",12,2017,명지로16번길 25
경기도 용인처인구 역북동,736,736,0,우미린센트럴파크,59.9611,201910,23,"37,000",22,2017,명지로16번길 25
경기도 용인처인구 역북동,736,736,0,우미린센트럴파크,84.996,201910,26,"45,800",27,2017,명지로16번길 25
경기도 용인처인구 역북동,736,736,0,우미린센트럴파크,59.9809,201910,28,"36,400",10,2017,명지로16번길 25
경기도 용인처인구 역북동,736,736,0,우미린센트럴파크,84.996,201910,29,"47,400",33,2017,명지로16번길 25
경기도 용인처인구 역북동,271-1,271,1,청광,60.93,201910,12,"10,000",1,1991,낙은로34번길 20
경기도 용인처인구 역북동,271-1,271,1,청광,74.97,201910,21,"9,000",5,1991,낙은로34번길 20
경기도 용인처인구 유방동,1007-1,1007,1,인정프린스1,59.93,201910,4,"11,700",12,1994,금어로 6
경기도 용인처인구 유방동,1007-1,1007,1,인정프린스1,59.93,201910,11,"11,750",10,1994,금어로 6
경기도 용인처인구 유방동,1007-1,1007,1,인정프린스1,59.93,201910,17,"12,800",13,1994,금어로 6
경기도 용인처인구 유방동,1007-1,1007,1,인정프린스1,59.93,201910,26,"12,100",10,1994,금어로 6
경기도 용인처인구 유방동,1007-50,1007,50,인정프린스2,84.87,201910,5,"17,500",7,1995,경안천로 378
경기도 용인처인구 이동읍 송전리,1227,1227,0,송전마을 세광엔리치타워,84.993,201910,3,"18,700",14,2010,28
경기도 용인처인구 이동읍 송전리,1227,1227,0,송전마을 세광엔리치타워,121.521,201910,11,"21,900",2,2010,28
경기도 용인처인구 이동읍 송전리,1227,1227,0,송전마을 세광엔리치타워,84.993,201910,18,"19,300",17,2010,28
경기도 용인처인구 이동읍 송전리,1227,1227,0,송전마을 세광엔리치타워,84.636,201910,20,"16,800",1,2010,28
경기도 용인처인구 이동읍 천리,118-1,118,1,동아,59.4,201910,2,"8,600",9,1993,22
경기도 용인처인구 이동읍 천리,1119,1119,0,샘골마을풍성신미주1단지,84.8832,201910,5,"18,000",5,2005,11
경기도 용인처인구 이동읍 천리,1119,1119,0,샘골마을풍성신미주1단지,84.8832,201910,14,"17,700",1,2005,11
경기도 용인처인구 이동읍 천리,1119,1119,0,샘골마을풍성신미주1단지,84.8832,201910,21,"17,000",1,2005,11
경기도 용인처인구 이동읍 천리,1124,1124,0,샘골마을풍성신미주2단지,59.8375,201910,19,"13,800",3,2005,7
경기도 용인처인구 이동읍 천리,1124,1124,0,샘골마을풍성신미주2단지,59.8375,201910,20,"14,850",15,2005,7
경기도 용인처인구 이동읍 천리,1142,1142,0,에이스카운티아파트,64.535,201910,15,"18,700",7,2016,백옥대로 737
경기도 용인처인구 이동읍 천리,May-92,92,5,이화,31.09,201910,14,"3,850",3,1990,15
경기도 용인처인구 이동읍 천리,1134,1134,0,한천마을금광베네스타,84.808,201910,14,"16,000",6,2008,711
경기도 용인처인구 포곡읍 둔전리,447,447,0,금전마을계룡리슈빌,84.992,201910,3,"24,350",13,2006,둔전로 15
경기도 용인처인구 포곡읍 둔전리,385,385,0,신원1차,59.99,201910,23,"16,600",18,1998,포곡로 90
경기도 용인처인구 포곡읍 둔전리,147,147,0,신원2차,84.96,201910,22,"22,000",1,1999,포곡로 98-1
경기도 용인처인구 포곡읍 둔전리,319,319,0,인정멜로디,47.325,201910,1,"10,000",12,1998,포곡로61번길 17
경기도 용인처인구 포곡읍 둔전리,319,319,0,인정멜로디,47.325,201910,21,"10,000",6,1998,포곡로61번길 17
경기도 용인처인구 포곡읍 둔전리,319,319,0,인정멜로디,53.925,201910,28,"11,200",2,1998,포곡로61번길 17
경기도 용인처인구 포곡읍 영문리,555,555,0,베네치아빌리지,114.0379,201910,15,"22,870",16,2002,영문로 64
경기도 용인처인구 포곡읍 전대리,368,368,0,조양아파트(6차),84.62,201910,6,"13,500",4,1995,전성로 10
경기도 의왕시 고천동,516,516,0,신양빌리지(A동),57.996,201910,9,"24,000",1,1994,사그내4길 50
경기도 의왕시 고천동,503-1,503,1,영광(101동),59.7,201910,11,"27,600",3,1990,당뿌리로 31
경기도 의왕시 고천동,503-1,503,1,영광(101동),59.7,201910,21,"27,700",4,1990,당뿌리로 31
경기도 의왕시 내손동,795,795,0,대원칸타빌1,59.924,201910,19,"41,500",9,2002,갈미로 7
경기도 의왕시 내손동,795,795,0,대원칸타빌1,59.924,201910,29,"42,000",9,2002,갈미로 7
경기도 의왕시 내손동,842,842,0,래미안에버하임,59.73,201910,1,"50,000",7,2009,내손순환로 7
경기도 의왕시 내손동,842,842,0,래미안에버하임,116.07,201910,4,"67,000",24,2009,내손순환로 7
경기도 의왕시 내손동,842,842,0,래미안에버하임,59.73,201910,4,"50,700",3,2009,내손순환로 7
경기도 의왕시 내손동,842,842,0,래미안에버하임,59.73,201910,5,"50,500",8,2009,내손순환로 7
경기도 의왕시 내손동,842,842,0,래미안에버하임,120.26,201910,7,"74,000",12,2009,내손순환로 7
경기도 의왕시 내손동,842,842,0,래미안에버하임,59.75,201910,9,"48,400",4,2009,내손순환로 7
경기도 의왕시 내손동,842,842,0,래미안에버하임,84.76,201910,12,"63,000",13,2009,내손순환로 7
경기도 의왕시 내손동,771,771,0,반도보라빌리지1,84.805,201910,4,"46,500",4,2002,갈미로 64
경기도 의왕시 내손동,771,771,0,반도보라빌리지1,84.805,201910,7,"44,800",6,2002,갈미로 64
경기도 의왕시 내손동,771,771,0,반도보라빌리지1,84.805,201910,8,"50,300",9,2002,갈미로 64
경기도 의왕시 내손동,771,771,0,반도보라빌리지1,84.805,201910,9,"50,000",19,2002,갈미로 64
경기도 의왕시 내손동,771,771,0,반도보라빌리지1,84.805,201910,11,"46,800",13,2002,갈미로 64
경기도 의왕시 내손동,771,771,0,반도보라빌리지1,84.805,201910,28,"41,000",2,2002,갈미로 64
경기도 의왕시 내손동,774,774,0,반도보라빌리지2,84.805,201910,9,"45,000",13,2002,갈미로 32
경기도 의왕시 내손동,774,774,0,반도보라빌리지2,84.805,201910,26,"47,000",11,2002,갈미로 32
경기도 의왕시 내손동,414,414,0,삼성래미안,55.4831,201910,9,"40,000",2,2001,포일로 39
경기도 의왕시 내손동,414,414,0,삼성래미안,79.2149,201910,18,"46,000",20,2001,포일로 39
경기도 의왕시 내손동,414,414,0,삼성래미안,55.4831,201910,22,"41,500",14,2001,포일로 39
경기도 의왕시 내손동,401-1,401,1,세양청마루,84.94,201910,21,"37,000",5,2005,포일로 17
경기도 의왕시 내손동,843,843,0,우미린,76.714,201910,4,"50,000",17,2009,내손순환로 8
경기도 의왕시 내손동,843,843,0,우미린,146.528,201910,29,"65,500",14,2009,내손순환로 8
경기도 의왕시 내손동,843,843,0,우미린,84.983,201910,30,"54,500",12,2009,내손순환로 8
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,59.707,201910,2,"53,900",14,2012,내손로 70-14
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,84.92,201910,2,"64,000",16,2012,내손중앙로 11
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,59.707,201910,2,"46,800",1,2012,내손로 70-14
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,84.92,201910,3,"63,700",5,2012,내손중앙로 11
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,84.761,201910,3,"63,000",2,2012,내손중앙로 11
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,127.96,201910,3,"82,500",10,2012,내손중앙로 11
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,84.761,201910,4,"65,000",15,2012,내손로 88-13
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,128.892,201910,7,"78,000",11,2012,내손중앙로 11
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,59.822,201910,8,"56,600",12,2012,내손로 70-14
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,97.123,201910,11,"74,500",13,2012,내손로 57
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,84.92,201910,11,"63,900",2,2012,내손로 57
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,59.707,201910,12,"55,300",13,2012,내손로 57
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,128.892,201910,12,"74,500",2,2012,내손중앙로 11
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,84.92,201910,12,"60,900",1,2012,내손로 88-13
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,84.761,201910,15,"71,500",10,2012,내손로 57
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,84.92,201910,24,"62,750",10,2012,내손로 88-13
경기도 의왕시 내손동,846,846,0,의왕내손e편한세상,59.707,201910,25,"56,000",24,2012,내손로 57
경기도 의왕시 내손동,790,790,0,의왕상록,84.923,201910,12,"45,700",8,2002,갈미1로 17
경기도 의왕시 내손동,790,790,0,의왕상록,84.923,201910,22,"40,483",3,2002,갈미1로 17
경기도 의왕시 내손동,844,844,0,포일자이1단지,59.84,201910,2,"59,000",15,2009,내손로 14
경기도 의왕시 내손동,844,844,0,포일자이1단지,84.982,201910,3,"70,500",16,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,59.84,201910,3,"57,000",13,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,84.982,201910,4,"70,800",19,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,59.84,201910,4,"59,000",9,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,84.982,201910,5,"69,200",7,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,121.718,201910,5,"82,000",16,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,84.982,201910,6,"67,500",2,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,84.909,201910,7,"67,400",7,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,137.826,201910,7,"87,000",16,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,84.982,201910,9,"69,400",16,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,121.718,201910,19,"79,500",13,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,84.982,201910,20,"68,500",4,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,59.84,201910,27,"59,500",12,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이1단지,84.982,201910,27,"72,000",11,2009,내손로 13
경기도 의왕시 내손동,844,844,0,포일자이2단지,84.982,201910,1,"69,700",15,2009,내손로 14
경기도 의왕시 내손동,844,844,0,포일자이2단지,118.151,201910,4,"76,500",7,2009,내손로 14
