시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
경기도 파주시 와동동,1356,1356,0,가람마을10단지월드메르디앙(1356),84.454,202308,8,"40,000",14,2010,가온로 245,, ,중개거래,경기 파주시
경기도 파주시 와동동,1356,1356,0,가람마을10단지월드메르디앙(1356),84.3891,202308,11,"39,800",5,2010,가온로 245,, ,중개거래,경기 파주시
경기도 파주시 와동동,1356,1356,0,가람마을10단지월드메르디앙(1356),120.5004,202308,25,"46,300",20,2010,가온로 245,, ,중개거래,경기 파주시
경기도 파주시 와동동,1308,1308,0,가람마을1단지벽산한라(1308),101.974,202308,4,"44,000",3,2010,가람로 22,, ,중개거래,경기 파주시
경기도 파주시 와동동,1308,1308,0,가람마을1단지벽산한라(1308),84.94,202308,4,"39,800",5,2010,가람로 22,, ,중개거래,경기 파주시
경기도 파주시 와동동,1308,1308,0,가람마을1단지벽산한라(1308),84.928,202308,14,"39,000",8,2010,가람로 22,, ,중개거래,경기 파주시
경기도 파주시 와동동,1308,1308,0,가람마을1단지벽산한라(1308),84.94,202308,21,"42,000",20,2010,가람로 22,, ,중개거래,경기 파주시
경기도 파주시 와동동,1308,1308,0,가람마을1단지벽산한라(1308),124.985,202308,23,"49,500",8,2010,가람로 22,, ,중개거래,경기 파주시
경기도 파주시 와동동,240,240,0,가람마을3단지동문굿모닝힐,84.46,202308,3,"29,000",15,2001,금바위로 100,,20230809,중개거래,경기 파주시
경기도 파주시 와동동,240,240,0,가람마을3단지동문굿모닝힐,84.46,202308,10,"31,900",14,2001,금바위로 100,, ,중개거래,경기 파주시
경기도 파주시 와동동,240,240,0,가람마을3단지동문굿모닝힐,84.46,202308,13,"29,000",3,2001,금바위로 100,, ,중개거래,경기 파주시
경기도 파주시 와동동,240,240,0,가람마을3단지동문굿모닝힐,84.46,202308,23,"30,000",1,2001,금바위로 100,, ,직거래,-
경기도 파주시 와동동,1321,1321,0,가람마을4단지한양수자인,84.54,202308,15,"37,500",4,2011,가람로 70,, ,중개거래,경기 파주시
경기도 파주시 와동동,1338,1338,0,가람마을7단지한라비발디,84.96,202308,19,"42,500",3,2012,가람로116번길 130,, ,중개거래,경기 파주시
경기도 파주시 와동동,1344,1344,0,가람마을9단지남양휴튼(1344),59.961,202308,7,"33,200",10,2010,미래로 562,, ,중개거래,경기 파주시
경기도 파주시 와동동,1344,1344,0,가람마을9단지남양휴튼(1344),120.564,202308,8,"44,000",6,2010,미래로 562,, ,중개거래,경기 파주시
경기도 파주시 와동동,1344,1344,0,가람마을9단지남양휴튼(1344),120.564,202308,9,"44,500",12,2010,미래로 562,, ,중개거래,경기 파주시
경기도 파주시 와동동,1344,1344,0,가람마을9단지남양휴튼(1344),120.564,202308,19,"46,000",9,2010,미래로 562,, ,중개거래,경기 파주시
경기도 파주시 와동동,1332,1332,0,엘크루가람마을5단지,84.96,202308,2,"36,000",3,2014,가람로116번길 40,, ,직거래,-
경기도 파주시 와동동,1404,1404,0,해솔마을7단지롯데캐슬,84.6558,202308,5,"49,400",25,2014,가온로 205,, ,중개거래,경기 파주시
경기도 파주시 와동동,1404,1404,0,해솔마을7단지롯데캐슬,84.337,202308,8,"48,000",13,2014,가온로 205,, ,중개거래,경기 파주시
경기도 파주시 와동동,1404,1404,0,해솔마을7단지롯데캐슬,59.1152,202308,14,"42,500",7,2014,가온로 205,, ,중개거래,경기 파주시
경기도 파주시 와동동,1404,1404,0,해솔마을7단지롯데캐슬,84.337,202308,14,"51,500",2,2014,가온로 205,, ,중개거래,경기 파주시
경기도 파주시 와동동,1404,1404,0,해솔마을7단지롯데캐슬,113.9702,202308,15,"60,000",29,2014,가온로 205,, ,중개거래,경기 파주시
경기도 파주시 와동동,1404,1404,0,해솔마을7단지롯데캐슬,84.6558,202308,16,"47,800",8,2014,가온로 205,, ,중개거래,경기 파주시
경기도 파주시 와동동,1404,1404,0,해솔마을7단지롯데캐슬,101.057,202308,20,"51,700",5,2014,가온로 205,, ,중개거래,경기 파주시
경기도 파주시 와동동,1404,1404,0,해솔마을7단지롯데캐슬,84.337,202308,21,"50,000",12,2014,가온로 205,, ,중개거래,"경기 고양일산서구, 경기 파주시"
경기도 파주시 와동동,1404,1404,0,해솔마을7단지롯데캐슬,113.7275,202308,28,"57,800",12,2014,가온로 205,, ,중개거래,경기 파주시
경기도 파주시 조리읍 대원리,218,218,0,그린시티동문(218-0),84.99,202308,10,"26,300",13,2000,대원로 56,, ,중개거래,경기 파주시
경기도 파주시 조리읍 봉일천리,259-2,259,2,성호2파크힐(259-2),59.991,202308,10,"18,500",4,2001,두루봉로 33-37,, ,중개거래,경기 파주시
경기도 파주시 조리읍 봉일천리,301,301,0,효성해링턴플레이스,59.9678,202308,11,"26,800",7,2018,소곡로 30,, ,중개거래,경기 파주시
경기도 파주시 파주읍 연풍리,483,483,0,동광모닝스카이,84.932,202308,2,"23,000",8,2009,술이홀로 409-6,, ,중개거래,경기 파주시
경기도 파주시 파주읍 연풍리,483,483,0,동광모닝스카이,84.953,202308,16,"20,000",2,2009,술이홀로 409-6,, ,중개거래,경기 파주시
경기도 파주시 파주읍 연풍리,484,484,0,파주연풍양우내안愛에코하임,59.9782,202308,26,"21,000",7,2022,주락길 69,, ,중개거래,경기 파주시
경기도 평택시 고덕동,가-,0,0,고덕국제신도시금호어울림,59.98,202308,9,"33,169",14,2023,고덕로 191,,20230818,중개거래,경기 평택시
경기도 평택시 고덕동,1-64,2664,1,고덕국제신도시대광로제비앙THEART,84.9656,202308,12,"61,000",10,2022,고덕국제6로 49,, ,중개거래,경기 평택시
경기도 평택시 고덕동,1-83,2683,1,고덕국제신도시리슈빌레이크파크,84.9902,202308,19,"64,800",8,2021,고덕국제6로 50,, ,중개거래,경기 평택시
경기도 평택시 고덕동,1895-2,1895,2,고덕국제신도시엘에이치르플로랑,46.97,202308,11,"39,500",6,2021,고덕국제대로 202,, ,중개거래,경기 평택시
경기도 평택시 고덕동,1895-2,1895,2,고덕국제신도시엘에이치르플로랑,46.97,202308,11,"38,500",7,2021,고덕국제대로 202,, ,중개거래,경기 평택시
경기도 평택시 고덕동,1899-2,1899,2,고덕국제신도시제일풍경채,84.86,202308,5,"65,000",2,2019,고덕국제대로 179,, ,중개거래,경기 평택시
경기도 평택시 고덕동,1899-2,1899,2,고덕국제신도시제일풍경채,84.95,202308,12,"69,500",15,2019,고덕국제대로 179,,20230824,중개거래,경기 평택시
경기도 평택시 고덕동,1899-2,1899,2,고덕국제신도시제일풍경채,84.86,202308,13,"67,000",2,2019,고덕국제대로 179,, ,중개거래,경기 평택시
경기도 평택시 고덕동,2-47,4247,2,고덕국제신도시파라곤,84.9981,202308,1,"70,000",13,2019,고덕국제대로 180,, ,중개거래,경기 평택시
경기도 평택시 고덕동,1897-3,1897,3,신안인스빌시그니처,84.0374,202308,6,"63,900",20,2020,고덕국제대로 203,, ,중개거래,경기 평택시
경기도 평택시 고덕동,2-64,2664,2,호반써밋고덕국제신도시에듀파크,84.6911,202308,19,"63,000",19,2022,고덕로 270,, ,중개거래,경기 평택시
경기도 평택시 고덕동,1-19,2619,1,호반써밋고덕신도시,102.6724,202308,1,"88,500",13,2021,고덕국제1로 50,, ,중개거래,경기 평택시
경기도 평택시 고덕동,1-19,2619,1,호반써밋고덕신도시,102.6724,202308,13,"88,500",9,2021,고덕국제1로 50,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.949,202308,1,"30,800",3,2021,효덕새싹길 55,,20230821,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.949,202308,9,"34,500",11,2021,효덕새싹길 55,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,84.7048,202308,10,"45,000",10,2021,효덕새싹길 55,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.9717,202308,11,"33,000",2,2021,효덕새싹길 55,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,84.7048,202308,12,"44,500",21,2021,효덕새싹길 55,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.949,202308,14,"41,000",19,2021,효덕새싹길 55,,20230817,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.949,202308,15,"34,000",15,2021,효덕새싹길 55,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.949,202308,17,"34,000",12,2021,효덕새싹길 55,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.949,202308,26,"34,000",5,2021,효덕새싹길 55,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.949,202308,28,"34,000",16,2021,효덕새싹길 55,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202308,2,"18,000",4,1994,서동대로 2651,, ,중개거래,"경기 평택시, 서울 노원구"
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202308,5,"18,700",4,1994,서동대로 2651,,20230824,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202308,8,"17,500",3,1994,서동대로 2651,,20230825,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,75,75,0,태평,84.81,202308,8,"24,100",10,1994,서동대로 2651,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202308,12,"17,500",1,1994,서동대로 2651,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202308,12,"17,300",5,1994,서동대로 2651,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202308,12,"18,000",13,1994,서동대로 2651,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202308,14,"18,000",17,1994,서동대로 2651,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,520,520,0,평택영화블렌하임,59.68,202308,3,"21,000",1,2008,궁2길 37-24,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,520,520,0,평택영화블렌하임,84.97,202308,8,"33,000",11,2008,궁2길 37-24,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,520,520,0,평택영화블렌하임,59.68,202308,10,"20,500",1,2008,궁2길 37-24,, ,중개거래,경기 평택시
경기도 평택시 고덕면 궁리,520,520,0,평택영화블렌하임,84.97,202308,24,"31,000",13,2008,궁2길 37-24,, ,중개거래,경기 평택시
경기도 평택시 군문동,360,360,0,군문주공2,59.96,202308,5,"23,800",7,1999,원평로25번길 61,, ,중개거래,경기 평택시
경기도 평택시 군문동,360,360,0,군문주공2,59.96,202308,10,"23,300",3,1999,원평로25번길 61,, ,중개거래,경기 평택시
경기도 평택시 군문동,360,360,0,군문주공2,59.96,202308,17,"23,500",15,1999,원평로25번길 61,, ,중개거래,경기 평택시
경기도 평택시 군문동,370,370,0,평택군문1단지주공아파트,49.43,202308,2,"18,500",13,1999,원평로25번길 63,,20230822,중개거래,경기 평택시
경기도 평택시 군문동,370,370,0,평택군문1단지주공아파트,49.43,202308,3,"19,100",12,1999,원평로25번길 63,,20230828,중개거래,경기 평택시
경기도 평택시 군문동,370,370,0,평택군문1단지주공아파트,49.43,202308,19,"19,800",13,1999,원평로25번길 63,, ,중개거래,경기 평택시
경기도 평택시 독곡동,491,491,0,대림,84.905,202308,1,"26,500",10,1994,지산로 101,,20230824,중개거래,경기 평택시
경기도 평택시 독곡동,464,464,0,라이프,130.98,202308,9,"39,000",10,1992,지산천로 66,, ,직거래,-
경기도 평택시 독곡동,464,464,0,라이프,101.46,202308,15,"29,000",9,1992,지산천로 66,, ,중개거래,경기 평택시
경기도 평택시 독곡동,468,468,0,삼익,66.75,202308,4,"18,500",9,1994,경기대로 1578,,20230816,중개거래,경기 평택시
경기도 평택시 독곡동,474,474,0,아주2,59.97,202308,12,"18,750",3,1995,지산천로 40,, ,중개거래,경기 평택시
경기도 평택시 동삭동,219-9,219,9,더샵지제역센트럴파크1BL,74.9929,202308,4,"51,600",6,2020,지제동삭1로 163,, ,중개거래,경기 평택시
경기도 평택시 동삭동,219-9,219,9,더샵지제역센트럴파크1BL,84.7982,202308,9,"57,000",14,2020,지제동삭1로 163,, ,중개거래,경기 평택시
경기도 평택시 동삭동,219-9,219,9,더샵지제역센트럴파크1BL,74.9929,202308,11,"49,000",4,2020,지제동삭1로 163,, ,중개거래,경기 평택시
경기도 평택시 동삭동,219-9,219,9,더샵지제역센트럴파크1BL,59.6236,202308,16,"45,000",20,2020,지제동삭1로 163,, ,중개거래,경기 평택시
경기도 평택시 동삭동,219-9,219,9,더샵지제역센트럴파크1BL,59.6236,202308,20,"44,800",13,2020,지제동삭1로 163,, ,중개거래,경기 평택시
경기도 평택시 동삭동,219-9,219,9,더샵지제역센트럴파크1BL,59.7656,202308,22,"43,000",3,2020,지제동삭1로 163,, ,중개거래,경기 평택시
경기도 평택시 동삭동,219-9,219,9,더샵지제역센트럴파크1BL,74.9929,202308,26,"52,700",11,2020,지제동삭1로 163,, ,중개거래,경기 평택시
경기도 평택시 동삭동,219-9,219,9,더샵지제역센트럴파크1BL,59.6236,202308,30,"39,500",6,2020,지제동삭1로 163,, ,중개거래,경기 평택시
경기도 평택시 동삭동,388-13,388,13,더샵지제역센트럴파크2BL,74.9929,202308,14,"50,500",17,2020,지제동삭2로 177,, ,직거래,-
경기도 평택시 동삭동,388-13,388,13,더샵지제역센트럴파크2BL,84.7982,202308,14,"58,500",9,2020,지제동삭2로 177,, ,중개거래,경기 평택시
경기도 평택시 동삭동,388-13,388,13,더샵지제역센트럴파크2BL,59.7656,202308,14,"45,300",23,2020,지제동삭2로 177,, ,중개거래,경기 평택시
경기도 평택시 동삭동,388-13,388,13,더샵지제역센트럴파크2BL,59.7656,202308,19,"37,500",6,2020,지제동삭2로 177,, ,중개거래,경기 평택시
경기도 평택시 동삭동,388-13,388,13,더샵지제역센트럴파크2BL,59.6236,202308,22,"44,400",8,2020,지제동삭2로 177,, ,중개거래,경기 평택시
경기도 평택시 동삭동,941,941,0,더샵지제역센트럴파크3BL,74.7312,202308,5,"46,000",11,2021,동삭1로22번길 40,, ,중개거래,경기 평택시
경기도 평택시 동삭동,941,941,0,더샵지제역센트럴파크3BL,59.6236,202308,7,"39,700",18,2021,동삭1로22번길 40,, ,중개거래,경기 평택시
경기도 평택시 동삭동,941,941,0,더샵지제역센트럴파크3BL,83.7111,202308,10,"50,500",10,2021,동삭1로22번길 40,, ,중개거래,경기 평택시
경기도 평택시 동삭동,941,941,0,더샵지제역센트럴파크3BL,59.6236,202308,13,"40,820",8,2021,동삭1로22번길 40,, ,중개거래,경기 평택시
경기도 평택시 동삭동,941,941,0,더샵지제역센트럴파크3BL,59.6236,202308,26,"43,000",15,2021,동삭1로22번길 40,, ,중개거래,경기 평택시
경기도 평택시 동삭동,343-2,343,2,삼익사이버,84.92,202308,1,"28,000",16,2000,동삭로 397,, ,중개거래,경기 평택시
경기도 평택시 동삭동,343-2,343,2,삼익사이버,119.16,202308,8,"34,000",14,2000,동삭로 397,,20230808,직거래,-
경기도 평택시 동삭동,715-1,715,1,서재자이,59.56,202308,12,"30,600",5,2014,서재로 36,, ,중개거래,경기 평택시
경기도 평택시 동삭동,854,854,0,평택센트럴자이 4단지,75.7115,202308,5,"44,000",15,2018,상서재로 50,, ,중개거래,경기 평택시
경기도 평택시 동삭동,835,835,0,평택센트럴자이1단지,98.7608,202308,2,"62,000",5,2017,상서재로5길 15,, ,중개거래,경기 평택시
경기도 평택시 동삭동,835,835,0,평택센트럴자이1단지,84.3899,202308,5,"48,800",4,2017,상서재로5길 15,, ,중개거래,경기 평택시
경기도 평택시 동삭동,835,835,0,평택센트럴자이1단지,59.1594,202308,7,"37,000",17,2017,상서재로5길 15,,20230818,중개거래,경기 평택시
경기도 평택시 동삭동,835,835,0,평택센트럴자이1단지,59.1594,202308,8,"36,000",5,2017,상서재로5길 15,, ,중개거래,경기 평택시
경기도 평택시 동삭동,845,845,0,평택센트럴자이2단지,84.5403,202308,5,"44,900",2,2017,상서재로4길 13,, ,중개거래,경기 평택시
경기도 평택시 동삭동,845,845,0,평택센트럴자이2단지,98.7608,202308,5,"62,000",10,2017,상서재로4길 13,, ,중개거래,경기 평택시
경기도 평택시 동삭동,845,845,0,평택센트럴자이2단지,84.5403,202308,9,"42,000",2,2017,상서재로4길 13,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,59.5419,202308,4,"35,000",11,2019,상서재로 55,,20230804,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,98.6036,202308,4,"64,500",5,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.2757,202308,8,"49,700",23,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.5568,202308,12,"49,500",22,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.2757,202308,20,"51,500",19,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,72.6417,202308,20,"43,000",3,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,72.6417,202308,24,"42,800",10,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.5568,202308,25,"52,000",13,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.5568,202308,26,"53,000",7,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.2757,202308,26,"52,700",21,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.2757,202308,30,"47,000",22,2019,상서재로 55,, ,중개거래,경기 평택시
경기도 평택시 동삭동,340-6,340,6,현대,63.29,202308,18,"17,000",4,1992,동삭로 386,,20230818,중개거래,경기 평택시
경기도 평택시 동삭동,가-,0,0,힐스테이트지제역,84.9974,202308,6,"69,000",13,2020,지제동삭1로 91,, ,중개거래,경기 평택시
경기도 평택시 동삭동,가-,0,0,힐스테이트지제역,59.9989,202308,12,"50,000",27,2020,지제동삭1로 91,, ,중개거래,경기 평택시
경기도 평택시 비전동,877,877,0,동성한아름,72.48,202308,12,"23,000",12,1994,문화촌로 10,, ,중개거래,경기 평택시
경기도 평택시 비전동,877,877,0,동성한아름,72.48,202308,26,"23,200",10,1994,문화촌로 10,, ,중개거래,경기 평택시
경기도 평택시 비전동,856,856,0,동성효성,72.48,202308,5,"18,300",8,1994,평택5로 63,, ,중개거래,경기 평택시
경기도 평택시 비전동,878-5,878,5,동아모란,58.303,202308,14,"19,000",14,1995,동부공원로 11,, ,직거래,-
경기도 평택시 비전동,856-2,856,2,동아백합,84.908,202308,12,"24,800",13,1994,중앙로 237,, ,중개거래,경기 평택시
경기도 평택시 비전동,889,889,0,벽산,59.965,202308,14,"21,000",15,1994,중앙로 335,,20230822,직거래,-
경기도 평택시 비전동,889,889,0,벽산,59.965,202308,27,"22,000",1,1994,중앙로 335,, ,중개거래,경기 평택시
경기도 평택시 비전동,931,931,0,비전경남아너스빌,121.541,202308,10,"40,000",16,2009,평남로 671,, ,중개거래,경기 평택시
경기도 평택시 비전동,946,946,0,비전롯데캐슬,84.99,202308,3,"36,500",5,2011,평택5로 271,, ,중개거래,경기 평택시
경기도 평택시 비전동,946,946,0,비전롯데캐슬,84.992,202308,25,"34,700",4,2011,평택5로 271,, ,중개거래,경기 평택시
경기도 평택시 비전동,879-5,879,5,비전현대,59.72,202308,22,"17,223",18,1994,동부공원로 15,,20230825,직거래,-
경기도 평택시 비전동,1011,1011,0,소사벌리더스하임,84.97,202308,8,"35,500",13,2014,비전3로 59,, ,중개거래,경기 평택시
경기도 평택시 비전동,1011,1011,0,소사벌리더스하임,84.97,202308,11,"34,800",11,2014,비전3로 59,, ,중개거래,경기 평택시
경기도 평택시 비전동,1011,1011,0,소사벌리더스하임,84.97,202308,17,"35,200",21,2014,비전3로 59,, ,중개거래,경기 평택시
경기도 평택시 비전동,1011,1011,0,소사벌리더스하임,84.97,202308,19,"35,800",10,2014,비전3로 59,, ,중개거래,경기 평택시
경기도 평택시 비전동,1011,1011,0,소사벌리더스하임,84.97,202308,30,"33,200",1,2014,비전3로 59,, ,직거래,-
경기도 평택시 비전동,879-4,879,4,시대코아,138.53,202308,4,"30,000",8,1995,동부공원로 47,, ,중개거래,경기 평택시
경기도 평택시 비전동,874,874,0,시대한우리,49.585,202308,1,"16,300",5,1995,문화촌로 33,20230816, ,중개거래,경기 평택시
경기도 평택시 비전동,874,874,0,시대한우리,49.855,202308,29,"14,200",9,1995,문화촌로 33,, ,중개거래,경기 평택시
경기도 평택시 비전동,881,881,0,신명나리,59.97,202308,1,"19,700",11,1995,동부공원로 40,, ,중개거래,경기 평택시
경기도 평택시 비전동,881,881,0,신명나리,59.97,202308,8,"19,500",14,1995,동부공원로 40,,20230809,직거래,-
경기도 평택시 비전동,804,804,0,신세계타운,84.84,202308,16,"22,800",4,2001,평택4로 123,, ,중개거래,경기 평택시
경기도 평택시 비전동,813,813,0,엘지덕동,84.942,202308,1,"25,800",15,1994,평택4로 124,, ,중개거래,경기 평택시
경기도 평택시 비전동,1031,1031,0,우미린센트럴파크,84.9863,202308,12,"42,500",17,2016,비전3로 76,, ,중개거래,경기 평택시
경기도 평택시 비전동,1031,1031,0,우미린센트럴파크,84.9802,202308,13,"43,500",23,2016,비전3로 76,, ,중개거래,경기 평택시
경기도 평택시 비전동,1031,1031,0,우미린센트럴파크,84.9802,202308,22,"45,000",18,2016,비전3로 76,, ,중개거래,경기 평택시
경기도 평택시 비전동,820,820,0,윤중수신제가,74.26,202308,16,"21,300",2,2004,평택5로 183,, ,중개거래,경기 평택시
경기도 평택시 비전동,800-1,800,1,은행,50.67,202308,16,"14,400",4,1991,평택5로 228,, ,중개거래,경기 평택시
경기도 평택시 비전동,813-1,813,1,태산,59.91,202308,4,"18,250",16,1994,매봉산1길 11,, ,중개거래,경기 평택시
경기도 평택시 비전동,813-1,813,1,태산,59.91,202308,7,"18,900",14,1994,매봉산1길 11,, ,중개거래,경기 평택시
경기도 평택시 비전동,813-1,813,1,태산,59.91,202308,8,"17,200",2,1994,매봉산1길 11,, ,중개거래,경기 평택시
경기도 평택시 비전동,813-1,813,1,태산,59.91,202308,19,"20,500",17,1994,매봉산1길 11,, ,중개거래,경기 평택시
경기도 평택시 비전동,828-1,828,1,태산신그린,59.91,202308,12,"18,950",4,1995,평택5로 134,, ,중개거래,경기 평택시
경기도 평택시 비전동,1089,1089,0,평택센트럴해링턴플레이스,84.9803,202308,6,"37,500",15,2012,평남로 865,,20230811,중개거래,경기 평택시
경기도 평택시 비전동,1089,1089,0,평택센트럴해링턴플레이스,84.9861,202308,7,"34,750",2,2012,평남로 865,, ,중개거래,경기 평택시
경기도 평택시 비전동,1089,1089,0,평택센트럴해링턴플레이스,84.9803,202308,16,"38,400",10,2012,평남로 865,, ,중개거래,경기 평택시
경기도 평택시 비전동,1089,1089,0,평택센트럴해링턴플레이스,84.9803,202308,25,"35,000",3,2012,평남로 865,, ,중개거래,경기 평택시
경기도 평택시 비전동,1089,1089,0,평택센트럴해링턴플레이스,84.9833,202308,28,"36,000",13,2012,평남로 865,, ,중개거래,경기 평택시
경기도 평택시 비전동,970,970,0,평택소사벌푸르지오,83.97,202308,2,"41,500",9,2019,평남로 996,, ,중개거래,경기 평택시
경기도 평택시 비전동,970,970,0,평택소사벌푸르지오,83.86,202308,22,"42,700",18,2019,평남로 996,, ,중개거래,경기 평택시
경기도 평택시 비전동,796,796,0,평택진우,59.96,202308,4,"17,800",8,1998,비전1로 4,, ,중개거래,경기 평택시
경기도 평택시 비전동,876,876,0,한빛,134.87,202308,18,"38,000",3,1997,평남로 737,, ,중개거래,경기 평택시
경기도 평택시 비전동,800,800,0,한성,59.995,202308,19,"19,750",11,1997,평택5로 254,, ,중개거래,경기 평택시
경기도 평택시 비전동,828-2,828,2,현대이화,84.035,202308,16,"26,000",4,1993,평택5로114번길 13,, ,중개거래,경기 평택시
경기도 평택시 비전동,828-2,828,2,현대이화,62.38,202308,25,"18,000",5,1993,평택5로114번길 13,,20230828,직거래,-
경기도 평택시 서정동,826-4,826,4,금호타운,84.3,202308,8,"26,000",2,1996,지장로27번길 90,, ,중개거래,경기 평택시
경기도 평택시 서정동,826-4,826,4,금호타운,59.77,202308,17,"20,800",11,1996,지장로27번길 100,, ,중개거래,경기 평택시
경기도 평택시 서정동,313-14,313,14,대양아리스타,16.101,202308,9,"7,500",6,2018,서정역로55번길 8-4,,20230824,중개거래,경기 평택시
경기도 평택시 서정동,793,793,0,동산1,59.4,202308,31,"21,500",4,1998,특구로27번길 46,, ,중개거래,경기 평택시
경기도 평택시 서정동,793,793,0,동산2,59.28,202308,3,"24,500",4,1989,특구로27번길 46,, ,중개거래,경기 평택시
경기도 평택시 서정동,793,793,0,동산2,59.28,202308,18,"23,000",1,1989,특구로27번길 46,, ,중개거래,경기 평택시
경기도 평택시 서정동,586-4,586,4,동양,54,202308,8,"11,000",4,1985,서정로 99,,20230821,중개거래,경기 평택시
경기도 평택시 서정동,303-6,303,6,서정역꿈의도시두드림주상복합,19.01,202308,3,"8,200",9,2018,서정역로58번길 14,,20230810,중개거래,경기 평택시
경기도 평택시 서정동,304-1,304,1,서정트인자리애2차,24.8,202308,26,"9,950",14,2017,서정역로58번길 25,, ,중개거래,경기 평택시
경기도 평택시 서정동,794,794,0,세경2,54.63,202308,7,"17,500",5,1988,특구로27번길 16,,20230817,중개거래,경기 평택시
경기도 평택시 서정동,538-1,538,1,영광,59.94,202308,12,"15,000",11,1997,서정로 165,20230819, ,중개거래,경기 평택시
경기도 평택시 서정동,538-1,538,1,영광,59.94,202308,19,"14,700",11,1997,서정로 165,, ,중개거래,경기 평택시
경기도 평택시 서정동,909-1,909,1,주공3,39.6,202308,20,"25,000",2,1988,서정남로 183,, ,중개거래,경기 평택시
경기도 평택시 서정동,1116,1116,0,평택the#,117.26,202308,1,"47,500",8,2009,서정북로 99,, ,중개거래,경기 평택시
경기도 평택시 서정동,1116,1116,0,평택the#,117.26,202308,21,"48,000",5,2009,서정북로 99,, ,중개거래,경기 평택시
경기도 평택시 서정동,1116,1116,0,평택the#,117.26,202308,23,"40,000",8,2009,서정북로 99,,20230824,직거래,-
경기도 평택시 세교동,555,555,0,부영1,49.98,202308,5,"19,100",11,1996,세교공원로 66,,20230809,중개거래,경기 평택시
경기도 평택시 세교동,555,555,0,부영1,59.94,202308,20,"18,500",9,1996,세교공원로 66,, ,중개거래,경기 평택시
경기도 평택시 세교동,555,555,0,부영1,59.94,202308,20,"19,600",6,1996,세교공원로 66,, ,중개거래,경기 평택시
경기도 평택시 세교동,555,555,0,부영1,49.98,202308,22,"15,000",5,1996,세교공원로 66,,20230828,직거래,-
경기도 평택시 세교동,555,555,0,부영1,59.94,202308,31,"19,700",5,1996,세교공원로 66,, ,중개거래,경기 평택시
경기도 평택시 세교동,557,557,0,부영2,84.9842,202308,21,"28,800",8,2000,세교공원로 33,, ,중개거래,경기 평택시
